chunk_id,source_file,category,word_count,chunk_text
96,george-brown-college-myaa-report-back-2007-08-final-mtcu.txt,PDF,471,an on-line Course Outline Management Tool (COMT). The key objectives of the initiative are to suppor...
97,george-brown-college-2017-2018-business-plan.txt,PDF,512,GEORGE BROWN COLLEGE BUSINESS PLAN 2017-18 Submitted to the Ministry of Advanced Education and Skill...
98,george-brown-college-2017-2018-business-plan.txt,PDF,512,that demand our attention and action. They are the “must do’s” to make good on the commitments in th...
99,george-brown-college-2017-2018-business-plan.txt,PDF,512,developed graduate degree pathways such as a pathway from its Honours Bachelor of Commerce degree to...
100,george-brown-college-2017-2018-business-plan.txt,PDF,512,support students and employees across the College. Applied Research continued to be a major College-...
101,george-brown-college-2017-2018-business-plan.txt,PDF,512,"in new agreements with Toronto Children’s Services, Toronto Public Health, the City of Toronto Solid..."
102,george-brown-college-2017-2018-business-plan.txt,PDF,512,"budget targets for the year, and delivered an operating surplus that will be used to fund high-prior..."
103,george-brown-college-2017-2018-business-plan.txt,PDF,512,"the Strategic Mandate Agreement, participate in the East Bayfront Innovation District, and replace b..."
104,george-brown-college-2017-2018-business-plan.txt,PDF,512,"system in the high-volume student areas, upgrades to the phone-based emergency communication system ..."
105,george-brown-college-2017-2018-business-plan.txt,PDF,512,Management (IDM); development of LMS usage standards and targets; and faculty engagement and trainin...
106,george-brown-college-2017-2018-business-plan.txt,PDF,512,"USA. Continue to develop university partnerships and articulations, consistent with ONCAT objectives..."
107,george-brown-college-2017-2018-business-plan.txt,PDF,204,"supporting net tuition billing, implementation of new room-scheduling software, continued upgrades t..."
108,Adding_and_Subtracting_Mixed_Fractions_and_Improper_Fractions.txt,PDF,512,"Adding and Subtracting Mixed Numbers and Improper Fractions Just like our counting numbers (1, 2, 3,..."
109,Adding_and_Subtracting_Mixed_Fractions_and_Improper_Fractions.txt,PDF,512,need to find a number that when multiplied to the top and bottom of we get the LCM (24) as the new d...
110,Adding_and_Subtracting_Mixed_Fractions_and_Improper_Fractions.txt,PDF,512,"28 Since 4 x 7 = 28, we need to multiply the numerator and the denominator by 7. 1 7 77 X ---=- 4 7 ..."
111,Adding_and_Subtracting_Mixed_Fractions_and_Improper_Fractions.txt,PDF,512,"and Learning Centre, George Brown College, 2025 | www.georgebrown.ca/tlc 1 X 2 2 --=- 2 X 2 4 ½ z; T..."
112,Adding_and_Subtracting_Mixed_Fractions_and_Improper_Fractions.txt,PDF,255,"8 1 - - 2 - 3 1)5~- 4~ s 9 7 3 4 5 3 4 7 7 3 .: 2. Each week Fred works hours on Monday, 3 hours on ..."
113,Guide_Submitting_Transfer_Credit_Application.txt,PDF,512,1 _____________________________________________________________________________________ GUIDE TO SUB...
114,Guide_Submitting_Transfer_Credit_Application.txt,PDF,512,transcript from the previous institution. For official transcripts we require them to be sent electr...
115,Guide_Submitting_Transfer_Credit_Application.txt,PDF,512,in your application being denied or cancelled). *Note – The side blue button will allow you to edit ...
116,Guide_Submitting_Transfer_Credit_Application.txt,PDF,512,"selected was found in our online database as a course equivalency rule. • If there is no rule found,..."
117,Guide_Submitting_Transfer_Credit_Application.txt,PDF,225,the course for which you received the approved transfer credit. You will need to contact your academ...
118,Outline%20Template%20-%20Compare%20and%20Contrast%20Point-point%20Essay.txt,PDF,204,"Point by Point - Compare/Contrast Outline For screen reader users, fillable spaces are represented b..."
119,Converting_Between_Fractions_and_Decimals.txt,PDF,512,Converting between Fractions and Decimals PART A: Converting Fractions to Decimals All fractions (pr...
120,Converting_Between_Fractions_and_Decimals.txt,PDF,433,Step 1: Write the decimal as a fraction with a denominator of 1. 0.96 096= - . 1 Step 2: Multiply th...
121,bog_public_minutes_16june8.txt,PDF,512,THE GEORGE BROWN COLLEGE OF APPLIED ARTS AND TECHNOLOGY BOARD OF GOVERNORS PUBLIC SESSION MINUTES JU...
122,bog_public_minutes_16june8.txt,PDF,512,Design and Information Technology)  Apparel Technical Design – Graduate Certificate (Centre for Art...
123,bog_public_minutes_16june8.txt,PDF,512,Colleges Ontario Report Highlights from the last Colleges Ontario Committee of President’s meeting o...
124,bog_public_minutes_16june8.txt,PDF,512,the following items for information and discussion: ENROLLMENT  Enrollment – Spring 2016 enrolment ...
125,bog_public_minutes_16june8.txt,PDF,512,"who participated in a session with the external reviewers (Joe Zenobio, Laurel Walzak, Mike Williams..."
126,bog_public_minutes_16june8.txt,PDF,274,at the college.  13th annual Institute on Early Childhood Development. The Institute is a partnersh...
127,Divisibility%20Rules.txt,PDF,512,Divisibility Rules A number is divisible by another number if it divides evenly without a remainder....
128,Divisibility%20Rules.txt,PDF,220,"a three-digit number that is divisible by 8, then the whole number is also divisible by 8. Example: ..."
129,ALS%20Manual_Final_Document1.txt,PDF,512,Accessible Learning Services Guidelines and Process Manual 2023 Note: This manual has been created b...
130,ALS%20Manual_Final_Document1.txt,PDF,512,use of technology ................34 Text-to-Speech Software ..........................................
131,ALS%20Manual_Final_Document1.txt,PDF,512,is the process? ....................................................75 What can I expect from the no...
132,ALS%20Manual_Final_Document1.txt,PDF,512,(S118) eligible for the reduced fee? ..98 Reduced Tuition Fee Policy Example ..........................
133,ALS%20Manual_Final_Document1.txt,PDF,512,"professional. • Submitting the Registration Form and supporting documents either by email, fax, or i..."
134,ALS%20Manual_Final_Document1.txt,PDF,512,"• Assist students in gaining equal access to all GBC services, classes and events. • Work with stude..."
135,ALS%20Manual_Final_Document1.txt,PDF,512,student and Accessibility Consultant if a recommended accommodation alters the essential requirement...
136,ALS%20Manual_Final_Document1.txt,PDF,512,may feel are disconcerting for a variety of reasons and may or may not have a disability. It is impo...
137,ALS%20Manual_Final_Document1.txt,PDF,512,a timely manner. • The student or professor has identified the student with a suspected disability a...
138,ALS%20Manual_Final_Document1.txt,PDF,512,"(ALS) and wishing to use their academic accommodations, please ensure you can view your accommodatio..."
139,ALS%20Manual_Final_Document1.txt,PDF,512,in accessible digital format The Adaptive Technologists in Accessible Learning Services will work wi...
140,ALS%20Manual_Final_Document1.txt,PDF,512,and Facilities. Notetaking Services The student requires notetaking assistance. Please note a peer o...
141,ALS%20Manual_Final_Document1.txt,PDF,512,"learning management system (LMS). Please email Accessible Media Coordinator, avillahe@georgebrown.ca..."
142,ALS%20Manual_Final_Document1.txt,PDF,512,Public Safety) to attend to the student. Examples of such conditions include seizure disorders like ...
143,ALS%20Manual_Final_Document1.txt,PDF,512,"time would be applied given the format of a specific test, please contact the Accessibility Consulta..."
144,ALS%20Manual_Final_Document1.txt,PDF,512,to ensure academic integrity. 33 Academic Accommodation Glossary Test Alone A room alone is a privat...
145,ALS%20Manual_Final_Document1.txt,PDF,512,to the Assessment Centre. Use of appropriate Memory Aid Sheet See Memory Aid Sheet Guidelines. Ameri...
146,ALS%20Manual_Final_Document1.txt,PDF,512,"accommodation and reviews this procedure with the student. • At the start of term, the AC recommends..."
147,ALS%20Manual_Final_Document1.txt,PDF,512,are (Course outlines can be found on the Learning Management System (LMS). If specific due dates for...
148,ALS%20Manual_Final_Document1.txt,PDF,512,(insert course name). I am a student receiving accommodations from Accessible Learning Services. My ...
149,ALS%20Manual_Final_Document1.txt,PDF,512,learning outcome of the course. 44 Group Work Accommodation Guidelines When group work is an evaluat...
150,ALS%20Manual_Final_Document1.txt,PDF,512,impact the learning outcomes of the course. Workload should be comparable and/or reflect the workloa...
151,ALS%20Manual_Final_Document1.txt,PDF,512,"with academic skills, i.e. – time management, organization, breaking down tasks, etc. 4. Check in wi..."
152,ALS%20Manual_Final_Document1.txt,PDF,512,in the student’s accommodation plan. These guidelines have been prepared by Accessible Learning Serv...
153,ALS%20Manual_Final_Document1.txt,PDF,512,"a disability-related reason, they are to provide notice to faculty of their absence, citing their at..."
154,ALS%20Manual_Final_Document1.txt,PDF,512,their learning. Audio recording of lectures allows students the opportunity to concentrate on the co...
155,ALS%20Manual_Final_Document1.txt,PDF,512,contact the Accessibility Consultant listed in the student’s accommodation plan. These guidelines ha...
156,ALS%20Manual_Final_Document1.txt,PDF,512,Learning Strategist works alongside the Accessibility Consultant to support students by developing t...
157,ALS%20Manual_Final_Document1.txt,PDF,512,mind-maps. • A proper Memory Aid allows the student to demonstrate knowledge of course material by h...
158,ALS%20Manual_Final_Document1.txt,PDF,512,"Sample Email Template Hello (insert professor’s name), My name is (insert name and student number). ..."
159,ALS%20Manual_Final_Document1.txt,PDF,512,"is online through the Learning Management System (LMS), the Professor will extend the student’s test..."
160,ALS%20Manual_Final_Document1.txt,PDF,512,appropriate documentation identifying clear accessibility requirements that can be supported through...
161,ALS%20Manual_Final_Document1.txt,PDF,512,other students are able to take notes then faculty must provide the student with an equitable altern...
162,ALS%20Manual_Final_Document1.txt,PDF,512,"lectures, if necessary. 8. Do I have to attend classes? Yes. Note Taking Services does not replace c..."
163,ALS%20Manual_Final_Document1.txt,PDF,512,"be able to provide you with a copy of lecture notes, PowerPoint slides, handouts, and/or other cours..."
164,ALS%20Manual_Final_Document1.txt,PDF,512,this knowledge through presentation. • The student can discuss an accommodation for presenting with ...
165,ALS%20Manual_Final_Document1.txt,PDF,512,to arrive at an alternative that is mutually agreeable. • Meet with their Accessibility Consultant t...
166,ALS%20Manual_Final_Document1.txt,PDF,512,and next steps. • Faculty will work with Student and Accessibility Consultant to determine work that...
167,ALS%20Manual_Final_Document1.txt,PDF,512,way). Consider alternate assessments or evaluations if deemed appropriate. • Provide clear instructi...
168,ALS%20Manual_Final_Document1.txt,PDF,512,"Room 275A, 200 King 89 Test Accommodations Instructions Street East. • WATERFRONT – wfbooktest@georg..."
169,ALS%20Manual_Final_Document1.txt,PDF,512,"these guidelines, please contact Jeff Reynolds, Manager of Assessment Centre Operations (jjreynol@ge..."
170,ALS%20Manual_Final_Document1.txt,PDF,512,If a student only requires extra time we ask that you continue to provide this online through Bright...
171,ALS%20Manual_Final_Document1.txt,PDF,512,courseload. • Tuition fees for the program must be paid in full before you are eligible to pay reduc...
172,ALS%20Manual_Final_Document1.txt,PDF,512,"fee is the seventh semester, that is, the first additional term beyond the approved duration. This a..."
173,ALS%20Manual_Final_Document1.txt,PDF,237,regular semesters left before you complete your program. • When you pay your tuition fees the next f...
174,RYERSON%20Floor%20Plan.txt,PDF,104,MAP Ryerson - Sally Horsefall Eaton Academic Resource Centre SCANNER ADAPTIVE TECH. RESEARCH RESEARC...
175,George%20Brown%20College%20Anti-racism%20Committee%20Terms%20of%20Reference%20June%2022%202020%5B8%5D.txt,PDF,512,George Brown College Anti-Racism Advisory Committee Framework Background All members of the George B...
176,George%20Brown%20College%20Anti-racism%20Committee%20Terms%20of%20Reference%20June%2022%202020%5B8%5D.txt,PDF,512,curricular and service consultation. OAREHRS partners with the Office of Indigenous Initiatives and ...
177,George%20Brown%20College%20Anti-racism%20Committee%20Terms%20of%20Reference%20June%2022%202020%5B8%5D.txt,PDF,512,"Student Success (3) • Student Association - Director of Education & Equity (1) - Manager, Equity and..."
178,George%20Brown%20College%20Anti-racism%20Committee%20Terms%20of%20Reference%20June%2022%202020%5B8%5D.txt,PDF,186,and/or students participating on the Anti-Racism Advisory Committee or one of its subcommittees must...
179,Articles%20-%20Practice%201.txt,PDF,512,"Articles – Practice 1 Exercise Add articles (a, an, or the) as needed. In certain cases, no article ..."
180,Articles%20-%20Practice%201.txt,PDF,319,is an adjective) 3. The breakfast he served was inedible. *(This is a specific breakfast) 4. The cap...
181,Common%20Medical%20Abbreviations.txt,PDF,273,Common Medical Abbreviations Route by which drug is administered Abbreviation Explanation IM Intramu...
182,complaints_regarding_advertizing.txt,PDF,512,George Brown College – Academic Policies and Guidelines Complaints Regarding Advertising or Marketin...
183,complaints_regarding_advertizing.txt,PDF,274,"the date of viewing and the website address, and includes a copy of the advertisement and other appl..."
184,energy-consumption-2011.txt,PDF,131,Energy Consumption and Greenhouse Gas Emissions Reporting ‐ for 2011 Natural Gas Total Floor Area El...
185,statement-of-foundation-financial-position-as-of-march-31-2015.txt,PDF,512,"Financial statements of The George Brown College Foundation March 31, 2015 The George Brown College ..."
186,statement-of-foundation-financial-position-as-of-march-31-2015.txt,PDF,512,the audit evidence we have obtained is sufficient and appropriate to provide a basis for our qualifi...
187,statement-of-foundation-financial-position-as-of-march-31-2015.txt,PDF,512,"3,023,316 452,640 - 13,475,956 13,457,436 1 3,023,316 476,513 127,764 13,627,593 13,536,339 Net asse..."
188,statement-of-foundation-financial-position-as-of-march-31-2015.txt,PDF,512,"(net) - (18,679) - (18,679) (92,016) Long-term investments (net) (995,779) (53,374) - (1,049,153) (2..."
189,statement-of-foundation-financial-position-as-of-march-31-2015.txt,PDF,512,contributions are recognized as revenue of the appropriate Restricted Fund in the year received. Con...
190,statement-of-foundation-financial-position-as-of-march-31-2015.txt,PDF,512,for furniture and equipment. i) Artwork Artwork consists of donated art which is recognized at fair ...
191,statement-of-foundation-financial-position-as-of-march-31-2015.txt,PDF,512,"cash flow to support the Foundation’s endowment objectives, as determined by the Foundation’s Board ..."
192,statement-of-foundation-financial-position-as-of-march-31-2015.txt,PDF,512,"for fundraising campaigns (2014 - $300,000 and $300,000, respectively). During the year, the Foundat..."
193,statement-of-foundation-financial-position-as-of-march-31-2015.txt,PDF,512,"the risk of loss. The George Brown College Foundation Notes to the financial statements March 31, 20..."
194,statement-of-foundation-financial-position-as-of-march-31-2015.txt,PDF,155,"or actions due to association with the Foundation, subject to certain restrictions. The College has ..."
195,Break%20Even%20Point%20Analysis.txt,PDF,512,Break Even Point Analysis The break-even point is the point at which total revenue is equal to total...
196,Break%20Even%20Point%20Analysis.txt,PDF,295,to find at least two points that lie on: TC = 8X + 120Cl We can use the same x values as before (x =...
197,PMT_Payments_Guide.txt,PDF,512,Payments George Brown College Table of Contents Preferred payment method for students: ................
198,PMT_Payments_Guide.txt,PDF,512,the PayMyTuition Payment Center where they can pay their tuition deposit: Navigation for New and Ret...
199,PMT_Payments_Guide.txt,PDF,348,"on your STU-VIEW homepage. If the ""Payment Center (Pay Fees)"" card which houses the link to pay your..."
200,ssw_pathways_to_bsw_and_msw.txt,PDF,512,SSW Pathways to BSW and MSW Degree Admission Requirements Admission Deadline Advanced Standing Conta...
201,ssw_pathways_to_bsw_and_msw.txt,PDF,512,paid full time work in the field. And Non-academic requirements *refer to the site for details www.r...
202,ssw_pathways_to_bsw_and_msw.txt,PDF,213,enrolment. *Refer to the site www.socialwork.utoronto.ca University of 1 year full The successful co...
203,bog_public_minutes_06june12.txt,PDF,512,THE GEORGE BROWN COLLEGE OF APPLIED ARTS AND TECHNOLOGY BOARD OF GOVERNORS PUBLIC SESSION MINUTES JU...
204,bog_public_minutes_06june12.txt,PDF,512,Harrigan and the Finance team have ensured delivery of a clean audit. Auditors BDO Canada LLP were p...
205,bog_public_minutes_06june12.txt,PDF,512,"on that used by the Ontario College Quality Assurance Service (OCQAS). Under the proposed change, OC..."
206,bog_public_minutes_06june12.txt,PDF,512," Enrolment – Currently the college is just over 8,500 of 9,300 new student targeted for fall 2012 -..."
207,bog_public_minutes_06june12.txt,PDF,468,the GTA attended the event working en masse at the college’s School of Design on King St East.  SIF...
208,Participial%20adjectives%20-%20Practice.txt,PDF,512,"Participial Adjectives: Practice In English, we can create adjectives from verbs. We can use either ..."
209,Participial%20adjectives%20-%20Practice.txt,PDF,182,"The scary movie was so frightening, the child could not fall asleep. 4. This is one of the most inte..."
210,Sexual-Violence-Awareness-one-pager-AODA.txt,PDF,512,Policy Statement Sexual violence in all forms will not be tolerated at George Brown College. Sexual ...
211,Sexual-Violence-Awareness-one-pager-AODA.txt,PDF,214,svra@georgebrown.ca constitute harassment. Resources What is the Difference between Human Rights Tri...
